experiment,task,duo_n_runs,duo_max_mean,duo_max_std,duo_nmax_mean,duo_nmax_std,gtg_n_runs,gtg_max_mean,gtg_max_std,gtg_nmax_mean,gtg_nmax_std,duo_mfull_n_runs,duo_mfull_max_mean,duo_mfull_max_std,duo_mfull_nmax_mean,duo_mfull_nmax_std,duo_mfull_text_n_runs,duo_mfull_text_max_mean,duo_mfull_text_max_std,duo_mfull_text_nmax_mean,duo_mfull_text_nmax_std,duo_st_text_n_runs,duo_st_text_max_mean,duo_st_text_max_std,duo_st_text_nmax_mean,duo_st_text_nmax_std
random_diffusion_full_mt,gtopx4,8,-71.36,8.736,1.0,0.0,,,,,,5,-63.167,13.669,1.0,0.0,8,-57.54,14.848,1.0,0.0,5,-67.212,11.006,1.0,0.0
random_diffusion_full_mt,gtopx6,8,-57.65,7.553,1.0,0.0,,,,,,5,-61.664,10.439,1.0,0.0,8,-35.646,12.122,1.0,0.0,5,-58.092,2.617,1.0,0.0
single_task/ant_frac1.0_sigma0.0/1000x64_k20_eps0.05,ant,5,474.207,11.743,0.881,0.012,,,,,,5,565.699,8.628,0.975,0.009,8,567.907,6.584,0.977,0.007,5,490.691,17.299,0.898,0.018
single_task/ant_frac1.0_sigma0.0/1000x64_k20_eps0.05_textcond,ant,5,490.691,17.299,0.898,0.018,,,,,,5,565.699,8.628,0.975,0.009,8,567.907,6.584,0.977,0.007,5,490.691,17.299,0.898,0.018
single_task/ant_frac1.0_sigma0.0/4000x64_k20_eps0.05,ant,5,523.935,55.443,0.932,0.057,,,,,,5,565.699,8.628,0.975,0.009,8,567.907,6.584,0.977,0.007,5,490.691,17.299,0.898,0.018
single_task/ant_frac1.0_sigma0.0/4000x64_k20_eps0.05_ret,ant,5,523.345,54.535,0.932,0.056,,,,,,5,565.699,8.628,0.975,0.009,8,567.907,6.584,0.977,0.007,5,490.691,17.299,0.898,0.018
single_task/dkitty_frac1.0_sigma0.0/1000x64_k20_eps0.01,dkitty,5,257.494,17.376,0.932,0.014,,,,,,5,300.777,13.149,0.967,0.011,8,313.148,3.56,0.977,0.003,5,252.83,10.977,0.928,0.009
single_task/dkitty_frac1.0_sigma0.0/1000x64_k20_eps0.01_textcond,dkitty,5,252.83,10.977,0.928,0.009,,,,,,5,300.777,13.149,0.967,0.011,8,313.148,3.56,0.977,0.003,5,252.83,10.977,0.928,0.009
single_task/dkitty_frac1.0_sigma0.0/4000x64_k20_eps0.01,dkitty,5,250.007,14.505,0.926,0.012,,,,,,5,300.777,13.149,0.967,0.011,8,313.148,3.56,0.977,0.003,5,252.83,10.977,0.928,0.009
single_task/dkitty_frac1.0_sigma0.0/4000x64_k20_eps0.01_ret,dkitty,5,271.266,10.596,0.943,0.009,,,,,,5,300.777,13.149,0.967,0.011,8,313.148,3.56,0.977,0.003,5,252.83,10.977,0.928,0.009
single_task/gtopx2_frac1.0_sigma0.0/1000x64_k20_eps0.05,gtopx2,5,-66.664,15.951,1.0,0.0,,,,,,5,-110.869,13.664,1.0,0.0,8,-60.605,30.966,1.0,0.0,5,-75.231,20.343,1.0,0.0
single_task/gtopx2_frac1.0_sigma0.0/1000x64_k20_eps0.05_textcond,gtopx2,5,-75.231,20.343,1.0,0.0,,,,,,5,-110.869,13.664,1.0,0.0,8,-60.605,30.966,1.0,0.0,5,-75.231,20.343,1.0,0.0
single_task/gtopx2_frac1.0_sigma0.0/2000x64_k20_eps0.05_ret,gtopx2,5,-88.551,10.445,1.0,0.0,,,,,,5,-110.869,13.664,1.0,0.0,8,-60.605,30.966,1.0,0.0,5,-75.231,20.343,1.0,0.0
single_task/gtopx2_frac1.0_sigma0.0/2000x64_k50_eps0.05,gtopx2,4,-105.79,3.728,1.0,0.0,,,,,,5,-110.869,13.664,1.0,0.0,8,-60.605,30.966,1.0,0.0,5,-75.231,20.343,1.0,0.0
single_task/gtopx2_frac1.0_sigma0.0/4000x64_k20_eps0.05,gtopx2,5,-104.344,11.523,1.0,0.0,,,,,,5,-110.869,13.664,1.0,0.0,8,-60.605,30.966,1.0,0.0,5,-75.231,20.343,1.0,0.0
single_task/gtopx3_frac1.0_sigma0.0/1000x64_k10_eps0.01,gtopx3,3,-47.522,6.089,1.0,0.0,,,,,,5,-51.175,14.311,1.0,0.0,8,-29.31,2.237,1.0,0.0,5,-51.9,13.122,1.0,0.0
single_task/gtopx3_frac1.0_sigma0.0/1000x64_k10_eps0.01_textcond,gtopx3,5,-51.9,13.122,1.0,0.0,,,,,,5,-51.175,14.311,1.0,0.0,8,-29.31,2.237,1.0,0.0,5,-51.9,13.122,1.0,0.0
single_task/gtopx3_frac1.0_sigma0.0/2000x64_k10_eps0.01,gtopx3,5,-48.145,3.606,1.0,0.0,,,,,,5,-51.175,14.311,1.0,0.0,8,-29.31,2.237,1.0,0.0,5,-51.9,13.122,1.0,0.0
single_task/gtopx3_frac1.0_sigma0.0/2000x64_k20_eps0.05,gtopx3,5,-51.762,3.893,1.0,0.0,,,,,,5,-51.175,14.311,1.0,0.0,8,-29.31,2.237,1.0,0.0,5,-51.9,13.122,1.0,0.0
single_task/gtopx3_frac1.0_sigma0.0/2000x64_k20_eps0.05_ret,gtopx3,5,-58.489,9.208,1.0,0.0,,,,,,5,-51.175,14.311,1.0,0.0,8,-29.31,2.237,1.0,0.0,5,-51.9,13.122,1.0,0.0
single_task/gtopx3_frac1.0_sigma0.0/2000x64_k50_eps0.05,gtopx3,5,-54.739,10.269,1.0,0.0,,,,,,5,-51.175,14.311,1.0,0.0,8,-29.31,2.237,1.0,0.0,5,-51.9,13.122,1.0,0.0
single_task/gtopx4_frac1.0_sigma0.0/1000x64_k20_eps0.05,gtopx4,5,-57.55,12.458,1.0,0.0,,,,,,5,-63.167,13.669,1.0,0.0,8,-57.54,14.848,1.0,0.0,5,-67.212,11.006,1.0,0.0
single_task/gtopx4_frac1.0_sigma0.0/1000x64_k20_eps0.05_textcond,gtopx4,5,-67.212,11.006,1.0,0.0,,,,,,5,-63.167,13.669,1.0,0.0,8,-57.54,14.848,1.0,0.0,5,-67.212,11.006,1.0,0.0
single_task/gtopx4_frac1.0_sigma0.0/2000x64_k20_eps0.05,gtopx4,5,-68.361,13.48,1.0,0.0,,,,,,5,-63.167,13.669,1.0,0.0,8,-57.54,14.848,1.0,0.0,5,-67.212,11.006,1.0,0.0
single_task/gtopx4_frac1.0_sigma0.0/2000x64_k20_eps0.05_ret,gtopx4,4,-71.906,18.009,1.0,0.0,,,,,,5,-63.167,13.669,1.0,0.0,8,-57.54,14.848,1.0,0.0,5,-67.212,11.006,1.0,0.0
single_task/gtopx4_frac1.0_sigma0.0/2000x64_k30_eps0.05,gtopx4,5,-76.428,14.578,1.0,0.0,,,,,,5,-63.167,13.669,1.0,0.0,8,-57.54,14.848,1.0,0.0,5,-67.212,11.006,1.0,0.0
single_task/gtopx6_frac1.0_sigma0.0/1000x64_k20_eps0.01,gtopx6,5,-59.971,9.638,1.0,0.0,,,,,,5,-61.664,10.439,1.0,0.0,8,-35.646,12.122,1.0,0.0,5,-58.092,2.617,1.0,0.0
single_task/gtopx6_frac1.0_sigma0.0/1000x64_k20_eps0.01_textcond,gtopx6,5,-58.092,2.617,1.0,0.0,,,,,,5,-61.664,10.439,1.0,0.0,8,-35.646,12.122,1.0,0.0,5,-58.092,2.617,1.0,0.0
single_task/gtopx6_frac1.0_sigma0.0/2000x64_k20_eps0.05,gtopx6,5,-58.615,8.949,1.0,0.0,,,,,,5,-61.664,10.439,1.0,0.0,8,-35.646,12.122,1.0,0.0,5,-58.092,2.617,1.0,0.0
single_task/gtopx6_frac1.0_sigma0.0/2000x64_k20_eps0.05_ret,gtopx6,5,-54.051,5.265,1.0,0.0,,,,,,5,-61.664,10.439,1.0,0.0,8,-35.646,12.122,1.0,0.0,5,-58.092,2.617,1.0,0.0
single_task/gtopx6_frac1.0_sigma0.0/2000x64_k30_eps0.05,gtopx6,5,-51.145,1.836,1.0,0.0,,,,,,5,-61.664,10.439,1.0,0.0,8,-35.646,12.122,1.0,0.0,5,-58.092,2.617,1.0,0.0
single_task/gtopx6_frac1.0_sigma0.0/4000x64_k20_eps0.01,gtopx6,5,-49.386,8.267,1.0,0.0,,,,,,5,-61.664,10.439,1.0,0.0,8,-35.646,12.122,1.0,0.0,5,-58.092,2.617,1.0,0.0
single_task/superconductor_frac1.0_sigma0.0/1000x64_k20_eps0.05,superconductor,5,78.774,4.163,0.426,0.023,,,,,,5,100.741,12.287,0.545,0.066,8,112.23,8.1,0.607,0.044,5,76.99,3.889,0.416,0.021
single_task/superconductor_frac1.0_sigma0.0/1000x64_k20_eps0.05_textcond,superconductor,5,76.99,3.889,0.416,0.021,,,,,,5,100.741,12.287,0.545,0.066,8,112.23,8.1,0.607,0.044,5,76.99,3.889,0.416,0.021
single_task/superconductor_frac1.0_sigma0.0/4000x64_k20_eps0.05,superconductor,5,87.388,6.043,0.472,0.033,,,,,,5,100.741,12.287,0.545,0.066,8,112.23,8.1,0.607,0.044,5,76.99,3.889,0.416,0.021
single_task/tfbind10_frac1.0_sigma0.0/1000x64_k50_eps0.05,tfbind10,10,0.641,0.144,0.627,0.036,,,,,,5,0.632,0.171,0.625,0.043,8,0.742,0.08,0.652,0.02,5,0.787,0.076,0.663,0.019
single_task/tfbind10_frac1.0_sigma0.0/1000x64_k50_eps0.05_ret,tfbind10,5,0.58,0.079,0.612,0.02,,,,,,5,0.632,0.171,0.625,0.043,8,0.742,0.08,0.652,0.02,5,0.787,0.076,0.663,0.019
single_task/tfbind10_frac1.0_sigma0.0/1000x64_k50_eps0.05_textcond,tfbind10,5,0.787,0.076,0.663,0.019,,,,,,5,0.632,0.171,0.625,0.043,8,0.742,0.08,0.652,0.02,5,0.787,0.076,0.663,0.019
single_task/tfbind8_frac1.0_sigma0.0/1000x64_k50_eps0.05,tfbind8,10,0.953,0.035,0.953,0.035,,,,,,5,0.724,0.073,0.724,0.073,8,0.958,0.019,0.958,0.019,5,0.952,0.038,0.952,0.038
single_task/tfbind8_frac1.0_sigma0.0/1000x64_k50_eps0.05_ret,tfbind8,4,0.973,0.01,0.973,0.01,,,,,,5,0.724,0.073,0.724,0.073,8,0.958,0.019,0.958,0.019,5,0.952,0.038,0.952,0.038
single_task/tfbind8_frac1.0_sigma0.0/1000x64_k50_eps0.05_textcond,tfbind8,5,0.952,0.038,0.952,0.038,,,,,,5,0.724,0.073,0.724,0.073,8,0.958,0.019,0.958,0.019,5,0.952,0.038,0.952,0.038
text_conditioned_only/all_frac1.0_sigma0.0/w1.2_1000x64_k20_eps0.05,ant,5,563.533,12.455,0.973,0.013,,,,,,5,565.699,8.628,0.975,0.009,8,567.907,6.584,0.977,0.007,5,490.691,17.299,0.898,0.018
text_conditioned_only/all_frac1.0_sigma0.0/w1.2_1000x64_k20_eps0.05,dkitty,5,286.435,33.333,0.955,0.027,,,,,,5,300.777,13.149,0.967,0.011,8,313.148,3.56,0.977,0.003,5,252.83,10.977,0.928,0.009
text_conditioned_only/all_frac1.0_sigma0.0/w1.2_1000x64_k20_eps0.05,tfbind8,5,0.653,0.212,0.653,0.212,,,,,,5,0.724,0.073,0.724,0.073,8,0.958,0.019,0.958,0.019,5,0.952,0.038,0.952,0.038
text_conditioned_only/all_frac1.0_sigma0.0/w1.2_1000x64_k20_eps0.05,tfbind10,5,0.356,0.128,0.555,0.032,,,,,,5,0.632,0.171,0.625,0.043,8,0.742,0.08,0.652,0.02,5,0.787,0.076,0.663,0.019
text_conditioned_only/all_frac1.0_sigma0.0/w1.2_1000x64_k20_eps0.05,gtopx2,5,-123.223,31.257,1.0,0.0,,,,,,5,-110.869,13.664,1.0,0.0,8,-60.605,30.966,1.0,0.0,5,-75.231,20.343,1.0,0.0
text_conditioned_only/all_frac1.0_sigma0.0/w1.2_1000x64_k20_eps0.05,gtopx3,5,-83.49,54.468,1.0,0.0,,,,,,5,-51.175,14.311,1.0,0.0,8,-29.31,2.237,1.0,0.0,5,-51.9,13.122,1.0,0.0
text_conditioned_only/all_frac1.0_sigma0.0/w1.2_1000x64_k20_eps0.05,gtopx4,5,-146.776,93.141,1.0,0.0,,,,,,5,-63.167,13.669,1.0,0.0,8,-57.54,14.848,1.0,0.0,5,-67.212,11.006,1.0,0.0
text_conditioned_only/all_frac1.0_sigma0.0/w1.2_1000x64_k20_eps0.05,gtopx6,5,-71.947,4.645,1.0,0.0,,,,,,5,-61.664,10.439,1.0,0.0,8,-35.646,12.122,1.0,0.0,5,-58.092,2.617,1.0,0.0
text_conditioned_only/all_frac1.0_sigma0.0/w1.2_1000x64_k20_eps0.05_ret,ant,5,569.851,10.826,0.979,0.011,,,,,,5,565.699,8.628,0.975,0.009,8,567.907,6.584,0.977,0.007,5,490.691,17.299,0.898,0.018
text_conditioned_only/all_frac1.0_sigma0.0/w1.2_1000x64_k20_eps0.05_ret,dkitty,5,274.574,28.276,0.946,0.023,,,,,,5,300.777,13.149,0.967,0.011,8,313.148,3.56,0.977,0.003,5,252.83,10.977,0.928,0.009
text_conditioned_only/all_frac1.0_sigma0.0/w1.2_1000x64_k20_eps0.05_ret,tfbind8,5,0.52,0.05,0.52,0.05,,,,,,5,0.724,0.073,0.724,0.073,8,0.958,0.019,0.958,0.019,5,0.952,0.038,0.952,0.038
text_conditioned_only/all_frac1.0_sigma0.0/w1.2_1000x64_k20_eps0.05_ret,tfbind10,5,0.228,0.27,0.523,0.068,,,,,,5,0.632,0.171,0.625,0.043,8,0.742,0.08,0.652,0.02,5,0.787,0.076,0.663,0.019
text_conditioned_only/all_frac1.0_sigma0.0/w1.2_1000x64_k20_eps0.05_ret,gtopx2,5,-103.394,38.764,1.0,0.0,,,,,,5,-110.869,13.664,1.0,0.0,8,-60.605,30.966,1.0,0.0,5,-75.231,20.343,1.0,0.0
text_conditioned_only/all_frac1.0_sigma0.0/w1.2_1000x64_k20_eps0.05_ret,gtopx3,5,-82.446,30.0,1.0,0.0,,,,,,5,-51.175,14.311,1.0,0.0,8,-29.31,2.237,1.0,0.0,5,-51.9,13.122,1.0,0.0
text_conditioned_only/all_frac1.0_sigma0.0/w1.2_1000x64_k20_eps0.05_ret,gtopx4,5,-117.249,72.111,1.0,0.0,,,,,,5,-63.167,13.669,1.0,0.0,8,-57.54,14.848,1.0,0.0,5,-67.212,11.006,1.0,0.0
text_conditioned_only/all_frac1.0_sigma0.0/w1.2_1000x64_k20_eps0.05_ret,gtopx6,5,-100.326,25.384,0.999,0.0,,,,,,5,-61.664,10.439,1.0,0.0,8,-35.646,12.122,1.0,0.0,5,-58.092,2.617,1.0,0.0
text_conditioned_only/all_improved_frac1.0_sigma0.0/w1.2_mt_911054c35daad7e0,ant,5,561.077,12.573,0.97,0.013,,,,,,5,565.699,8.628,0.975,0.009,8,567.907,6.584,0.977,0.007,5,490.691,17.299,0.898,0.018
text_conditioned_only/all_improved_frac1.0_sigma0.0/w1.2_mt_911054c35daad7e0,dkitty,5,305.639,15.294,0.971,0.013,,,,,,5,300.777,13.149,0.967,0.011,8,313.148,3.56,0.977,0.003,5,252.83,10.977,0.928,0.009
text_conditioned_only/all_improved_frac1.0_sigma0.0/w1.2_mt_911054c35daad7e0,superconductor,5,91.651,3.33,0.495,0.018,,,,,,5,100.741,12.287,0.545,0.066,8,112.23,8.1,0.607,0.044,5,76.99,3.889,0.416,0.021
text_conditioned_only/all_improved_frac1.0_sigma0.0/w1.2_mt_911054c35daad7e0,tfbind8,5,0.691,0.066,0.691,0.066,,,,,,5,0.724,0.073,0.724,0.073,8,0.958,0.019,0.958,0.019,5,0.952,0.038,0.952,0.038
text_conditioned_only/all_improved_frac1.0_sigma0.0/w1.2_mt_911054c35daad7e0,tfbind10,5,0.6,0.13,0.617,0.033,,,,,,5,0.632,0.171,0.625,0.043,8,0.742,0.08,0.652,0.02,5,0.787,0.076,0.663,0.019
text_conditioned_only/all_improved_frac1.0_sigma0.0/w1.2_mt_911054c35daad7e0,gtopx2,5,-102.686,32.604,1.0,0.0,,,,,,5,-110.869,13.664,1.0,0.0,8,-60.605,30.966,1.0,0.0,5,-75.231,20.343,1.0,0.0
text_conditioned_only/all_improved_frac1.0_sigma0.0/w1.2_mt_911054c35daad7e0,gtopx3,5,-62.325,15.219,1.0,0.0,,,,,,5,-51.175,14.311,1.0,0.0,8,-29.31,2.237,1.0,0.0,5,-51.9,13.122,1.0,0.0
text_conditioned_only/all_improved_frac1.0_sigma0.0/w1.2_mt_911054c35daad7e0,gtopx4,5,-112.346,31.736,1.0,0.0,,,,,,5,-63.167,13.669,1.0,0.0,8,-57.54,14.848,1.0,0.0,5,-67.212,11.006,1.0,0.0
text_conditioned_only/all_improved_frac1.0_sigma0.0/w1.2_mt_911054c35daad7e0,gtopx6,5,-61.74,7.008,1.0,0.0,,,,,,5,-61.664,10.439,1.0,0.0,8,-35.646,12.122,1.0,0.0,5,-58.092,2.617,1.0,0.0
text_conditioned_only/all_improved_frac1.0_sigma0.0/w1.2_mt_f6fca707c7e948df,ant,5,562.719,7.371,0.972,0.008,,,,,,5,565.699,8.628,0.975,0.009,8,567.907,6.584,0.977,0.007,5,490.691,17.299,0.898,0.018
text_conditioned_only/all_improved_frac1.0_sigma0.0/w1.2_mt_f6fca707c7e948df,dkitty,5,312.226,4.1,0.977,0.003,,,,,,5,300.777,13.149,0.967,0.011,8,313.148,3.56,0.977,0.003,5,252.83,10.977,0.928,0.009
text_conditioned_only/all_improved_frac1.0_sigma0.0/w1.2_mt_f6fca707c7e948df,superconductor,5,98.248,10.865,0.531,0.059,,,,,,5,100.741,12.287,0.545,0.066,8,112.23,8.1,0.607,0.044,5,76.99,3.889,0.416,0.021
text_conditioned_only/all_improved_frac1.0_sigma0.0/w1.2_mt_f6fca707c7e948df,tfbind8,5,0.738,0.154,0.738,0.154,,,,,,5,0.724,0.073,0.724,0.073,8,0.958,0.019,0.958,0.019,5,0.952,0.038,0.952,0.038
text_conditioned_only/all_improved_frac1.0_sigma0.0/w1.2_mt_f6fca707c7e948df,tfbind10,5,0.84,0.749,0.677,0.188,,,,,,5,0.632,0.171,0.625,0.043,8,0.742,0.08,0.652,0.02,5,0.787,0.076,0.663,0.019
text_conditioned_only/all_improved_frac1.0_sigma0.0/w1.2_mt_f6fca707c7e948df,gtopx2,5,-114.278,19.301,1.0,0.0,,,,,,5,-110.869,13.664,1.0,0.0,8,-60.605,30.966,1.0,0.0,5,-75.231,20.343,1.0,0.0
text_conditioned_only/all_improved_frac1.0_sigma0.0/w1.2_mt_f6fca707c7e948df,gtopx3,5,-62.315,15.551,1.0,0.0,,,,,,5,-51.175,14.311,1.0,0.0,8,-29.31,2.237,1.0,0.0,5,-51.9,13.122,1.0,0.0
text_conditioned_only/all_improved_frac1.0_sigma0.0/w1.2_mt_f6fca707c7e948df,gtopx4,5,-78.829,15.512,1.0,0.0,,,,,,5,-63.167,13.669,1.0,0.0,8,-57.54,14.848,1.0,0.0,5,-67.212,11.006,1.0,0.0
text_conditioned_only/all_improved_frac1.0_sigma0.0/w1.2_mt_f6fca707c7e948df,gtopx6,5,-63.685,6.977,1.0,0.0,,,,,,5,-61.664,10.439,1.0,0.0,8,-35.646,12.122,1.0,0.0,5,-58.092,2.617,1.0,0.0
text_conditioned_only/all_improved_frac1.0_sigma0.0/w10_mt_f6fca707c7e948df,ant,2,553.369,3.266,0.962,0.003,,,,,,5,565.699,8.628,0.975,0.009,8,567.907,6.584,0.977,0.007,5,490.691,17.299,0.898,0.018
text_conditioned_only/all_improved_frac1.0_sigma0.0/w10_mt_f6fca707c7e948df,dkitty,2,308.849,9.582,0.974,0.008,,,,,,5,300.777,13.149,0.967,0.011,8,313.148,3.56,0.977,0.003,5,252.83,10.977,0.928,0.009
text_conditioned_only/all_improved_frac1.0_sigma0.0/w10_mt_f6fca707c7e948df,superconductor,2,101.399,11.132,0.548,0.06,,,,,,5,100.741,12.287,0.545,0.066,8,112.23,8.1,0.607,0.044,5,76.99,3.889,0.416,0.021
text_conditioned_only/all_improved_frac1.0_sigma0.0/w10_mt_f6fca707c7e948df,tfbind8,2,0.734,0.253,0.734,0.253,,,,,,5,0.724,0.073,0.724,0.073,8,0.958,0.019,0.958,0.019,5,0.952,0.038,0.952,0.038
text_conditioned_only/all_improved_frac1.0_sigma0.0/w10_mt_f6fca707c7e948df,tfbind10,2,0.796,0.513,0.666,0.129,,,,,,5,0.632,0.171,0.625,0.043,8,0.742,0.08,0.652,0.02,5,0.787,0.076,0.663,0.019
text_conditioned_only/all_improved_frac1.0_sigma0.0/w10_mt_f6fca707c7e948df,gtopx2,2,-136.102,33.164,1.0,0.0,,,,,,5,-110.869,13.664,1.0,0.0,8,-60.605,30.966,1.0,0.0,5,-75.231,20.343,1.0,0.0
text_conditioned_only/all_improved_frac1.0_sigma0.0/w10_mt_f6fca707c7e948df,gtopx3,2,-66.465,15.296,1.0,0.0,,,,,,5,-51.175,14.311,1.0,0.0,8,-29.31,2.237,1.0,0.0,5,-51.9,13.122,1.0,0.0
text_conditioned_only/all_improved_frac1.0_sigma0.0/w10_mt_f6fca707c7e948df,gtopx4,2,-70.245,16.266,1.0,0.0,,,,,,5,-63.167,13.669,1.0,0.0,8,-57.54,14.848,1.0,0.0,5,-67.212,11.006,1.0,0.0
text_conditioned_only/all_improved_frac1.0_sigma0.0/w10_mt_f6fca707c7e948df,gtopx6,2,-64.524,0.742,1.0,0.0,,,,,,5,-61.664,10.439,1.0,0.0,8,-35.646,12.122,1.0,0.0,5,-58.092,2.617,1.0,0.0
text_conditioned_only/ant_dkitty_frac1.0_sigma0.0/w1.2_2000x64_k20_eps0.05,ant,5,573.091,12.97,0.982,0.013,,,,,,5,565.699,8.628,0.975,0.009,8,567.907,6.584,0.977,0.007,5,490.691,17.299,0.898,0.018
text_conditioned_only/ant_dkitty_frac1.0_sigma0.0/w1.2_2000x64_k20_eps0.05,dkitty,5,288.078,16.852,0.957,0.014,,,,,,5,300.777,13.149,0.967,0.011,8,313.148,3.56,0.977,0.003,5,252.83,10.977,0.928,0.009
text_conditioned_only/ant_dkitty_frac1.0_sigma0.0/w1.2_2000x64_k20_eps0.05_ret,ant,5,554.884,23.317,0.964,0.024,,,,,,5,565.699,8.628,0.975,0.009,8,567.907,6.584,0.977,0.007,5,490.691,17.299,0.898,0.018
text_conditioned_only/ant_dkitty_frac1.0_sigma0.0/w1.2_2000x64_k20_eps0.05_ret,dkitty,5,286.541,18.19,0.955,0.015,,,,,,5,300.777,13.149,0.967,0.011,8,313.148,3.56,0.977,0.003,5,252.83,10.977,0.928,0.009
text_conditioned_only/gtopx2_gtopx3_gtopx4_gtopx6_frac1.0_sigma0.0/w1.2_1000x64_k20_eps0.05,gtopx2,5,-108.241,33.997,1.0,0.0,,,,,,5,-110.869,13.664,1.0,0.0,8,-60.605,30.966,1.0,0.0,5,-75.231,20.343,1.0,0.0
text_conditioned_only/gtopx2_gtopx3_gtopx4_gtopx6_frac1.0_sigma0.0/w1.2_1000x64_k20_eps0.05,gtopx3,5,-65.36,17.43,1.0,0.0,,,,,,5,-51.175,14.311,1.0,0.0,8,-29.31,2.237,1.0,0.0,5,-51.9,13.122,1.0,0.0
text_conditioned_only/gtopx2_gtopx3_gtopx4_gtopx6_frac1.0_sigma0.0/w1.2_1000x64_k20_eps0.05,gtopx4,5,-81.62,15.489,1.0,0.0,,,,,,5,-63.167,13.669,1.0,0.0,8,-57.54,14.848,1.0,0.0,5,-67.212,11.006,1.0,0.0
text_conditioned_only/gtopx2_gtopx3_gtopx4_gtopx6_frac1.0_sigma0.0/w1.2_1000x64_k20_eps0.05,gtopx6,5,-56.379,9.338,1.0,0.0,,,,,,5,-61.664,10.439,1.0,0.0,8,-35.646,12.122,1.0,0.0,5,-58.092,2.617,1.0,0.0
text_conditioned_only/gtopx2_gtopx3_gtopx4_gtopx6_frac1.0_sigma0.0/w1.2_1000x64_k20_eps0.05_ret,gtopx2,5,-119.328,14.301,1.0,0.0,,,,,,5,-110.869,13.664,1.0,0.0,8,-60.605,30.966,1.0,0.0,5,-75.231,20.343,1.0,0.0
text_conditioned_only/gtopx2_gtopx3_gtopx4_gtopx6_frac1.0_sigma0.0/w1.2_1000x64_k20_eps0.05_ret,gtopx3,5,-56.036,12.318,1.0,0.0,,,,,,5,-51.175,14.311,1.0,0.0,8,-29.31,2.237,1.0,0.0,5,-51.9,13.122,1.0,0.0
text_conditioned_only/gtopx2_gtopx3_gtopx4_gtopx6_frac1.0_sigma0.0/w1.2_1000x64_k20_eps0.05_ret,gtopx4,5,-67.232,16.355,1.0,0.0,,,,,,5,-63.167,13.669,1.0,0.0,8,-57.54,14.848,1.0,0.0,5,-67.212,11.006,1.0,0.0
text_conditioned_only/gtopx2_gtopx3_gtopx4_gtopx6_frac1.0_sigma0.0/w1.2_1000x64_k20_eps0.05_ret,gtopx6,5,-52.263,5.259,1.0,0.0,,,,,,5,-61.664,10.439,1.0,0.0,8,-35.646,12.122,1.0,0.0,5,-58.092,2.617,1.0,0.0
text_conditioned_only/tfbind10_tfbind8_frac1.0_sigma0.0/w1.2_1000x64_k20_eps0.05_ret,tfbind8,5,0.968,0.022,0.968,0.022,,,,,,5,0.724,0.073,0.724,0.073,8,0.958,0.019,0.958,0.019,5,0.952,0.038,0.952,0.038
text_conditioned_only/tfbind10_tfbind8_frac1.0_sigma0.0/w1.2_1000x64_k20_eps0.05_ret,tfbind10,5,0.696,0.104,0.641,0.026,,,,,,5,0.632,0.171,0.625,0.043,8,0.742,0.08,0.652,0.02,5,0.787,0.076,0.663,0.019
tfbind10_multiple_runs_retcond,tfbind10,,,,,,5,0.577,0.049,0.611,0.012,5,0.632,0.171,0.625,0.043,8,0.742,0.08,0.652,0.02,5,0.787,0.076,0.663,0.019
tfbind8_multiple_runs_retcond,tfbind8,,,,,,5,0.905,0.065,0.905,0.065,5,0.724,0.073,0.724,0.073,8,0.958,0.019,0.958,0.019,5,0.952,0.038,0.952,0.038
